Project,subID,ExpID,CoderID,Page Number,Question Number,Qtype,Concept,Concept-super,Question_ID,Question,Question-Notes,Answer (0 /1),Explanation,Needed Clarification/Repetition,Include? ,Exp Error?,Notes,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.3,Why does Sue feel sad? (Allie is taking her snack),#REF!,1,Because she's taking her snack,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_7.4,Is Allie being mean/naughty? (No),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.5,"Why/why not (mean/naughty)? (She didn't know, she thought it was hers, accident)",#REF!,1,She didn't know,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_7.6,Should Allie get in trouble (No),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.7,"Why/why not (trouble)? (She didn't know, she thought it was hers, accident)",#REF!,1,She didn't know that her bag fell down,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_8.1,What snack did Dad pack for Luke to have? (Chips),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_8.2,What does Luke think is inside the bag- crackers or chips? (Crackers),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_8.3,Why does he think that? (Expectations),#REF!,1,His dad always gives him cookies so he got used to it (she kept saying cookies instead of crackers),0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_9.1,Gives Sarah fruit snacks?,#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_10.1,Which snack will mom pack? (Carrots),#REF!,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_10.2,"Why will mom pack carrots? (Near ""glasses"")",#REF!,1,"Maybe she thought he meant the glasses he said over here, but it was really the cups",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_10.3,Which snack does Josh want- celery or carrots? (celery),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_10.4,"How did you know? (He tried it earlier, he likes celery)",#REF!,1,He liked celery,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_11.1,Why did Charlie say that? (Got what he asked for),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_11.2,Is Charlie happy or sad? (Happy),#REF!,1,Because he said something salty and popcorn is salty,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_12.1,Which cookie will dad pack? (medium cookie),#REF!,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_12.2,Why does dad pack that cookie? (It's the biggest he can see),#REF!,1,Maybe he didn't see the big one so he thought that (the medium one) was the big one,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_12.3,Which cookie does Marie want? (big cookie),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_12.4,How did you know? (She can see it),#REF!,1,Because she said that she wanted the big cookie,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_13.1,Which picture should April draw? (orange slice),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_13.2,Why should she draw the slice? (doesn't look like apple),#REF!,1,Because that one looks more like an apple because the orange and apple look similar,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_14.1,How will Bill feel? (Sad),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_14.2,Why (does Bill feel sad/happy)? (Remembers the puppy stole his snack),#REF!,1,Sad because he took his snack,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_14.3,Will Bill sit near or far from the puppy? (Far),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_14.4,Why (will Bill sit far/near)? (Remembers the puppy stole his snack),#REF!,1,He took his snack,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_15.1,Where is Jenni's snack? (on the desk),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_15.2,Where will Jenni look for her snack? (on the desk),#REF!,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_15.3,"Why does Jenni look on the desk? (she heard the announcment, knew)",#REF!,1,Maybe she heard Mr. Cook say that he put the snacks on the desk,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_16.1,Where is Melanie's cookie? (in her tummy),#REF!,NA,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_16.2,Did Melanie know that was Mitch's cookie? (Yes),#REF!,NA,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.3,Why did Melanie eat Mitch's cookie? (Mean),#REF!,1,She ate her snack earlier,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.4,Why is Mitch crying? (Doesn't have cookie),#REF!,1,Because she took his cookie,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_16.5,Is Melanie being mean/naughty for taking Mitch's cookie? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.6,Why/why not (mean/naughty)? (She knew),#REF!,1,"She stole it, unless she asked him to have a little bit of it",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_16.7,Should Melanie get in trouble? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.8,Why/why not (trouble)? (She knew),#REF!,1,She stole it instead of just asking,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_16.9,Now Mitch has a cookie. Should Melanie still get in trouble? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.91,Why/why not (still trouble)? (She knew),#REF!,1,Instead of just asking she stole it,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.1,Is Brian lying? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_17.2,"Is there a cookie left, that hasn't been eaten (1)? (Yes)",#REF!,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.3,Is Mr. Cook lying? (No),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_17.4,Why Not? (Because he doesn't know),#REF!,1,"Because, well, he was told so it should be Brian getting in trouble",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_17.5,"Is there a cookie left, that hasn't been eaten (2)? (Yes)",#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.6,How does Megan feel- sad or fine? (Sad),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_17.7,"There's a cookie left, why does Megan feel sad? (she doesn't know)",#REF!,1,She thinks that there are no more,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.8,Was Brian lying? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_17.9,Why?,#REF!,1,Because he took two and he told the teacher that he didn't have any left,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_18.1,What does dad think Emma wants for snacktime? (string cheese),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_18.2,Why does dad say that? (Thinks Emma wants string cheese),#REF!,1,Because he thought she wanted string cheese because he didn't hear her say she wanted yogurt,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_18.3,What snack does Emma want today? (yogurt),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_18.4,What snack did Dad pack for Emma today? (yogurt),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_18.5,Why is Emma surprised? (thought dad packed string cheese),#REF!,1,Because she thought the he didn't give her the one that she wanted,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_19.1,Why does Leslie say that? (sarcasm),#REF!,0,Maybe she's a little embarassed because everyone else has candy and she only has carrot sticks,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-023,E9,C3,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_19.2,Is Leslie happy or sad? (sad),#REF!,1,She wanted something sweet not veggies,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_1.1,Which one will Henry choose? (Chooses Same),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_2.1,Which one will Kari choose? (Chooses Opposite),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_3.1,Where will Joe look? (Chooses Opposite),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_4.1,Which snack? (one she's looking at),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_4.2,How'd you know that snack? (looking at it),#REF!,1,that's the direction she's facing and the shelf is partially hidden by the door,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_5.1,Where will Diana look? (Drawer),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_5.2,"Why does she look in the drawer? (Thinks it's there, where she put it)",#REF!,1,because that's where she believes it is,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_5.3,Where is her snack?,#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_6.1,Gives Sean pear?,#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_7.1,Where will Allie look? (top of shelf),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.2,"Why will she look on top of shelf? (thinks it's hers, looks like hers)",#REF!,1,She believes it's hers,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.3,Why does Sue feel sad? (Allie is taking her snack),#REF!,1,Sue put her snack on top of the shelf and had no knowledge where Allie's is,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_7.4,Is Allie being mean/naughty? (No),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.5,"Why/why not (mean/naughty)? (She didn't know, she thought it was hers, accident)",#REF!,1,She has no idea it's not hers,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_7.6,Should Allie get in trouble (No),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_7.7,"Why/why not (trouble)? (She didn't know, she thought it was hers, accident)",#REF!,1,She didn't know it was Sue's,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_8.1,What snack did Dad pack for Luke to have? (Chips),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_8.2,What does Luke think is inside the bag- crackers or chips? (Crackers),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_8.3,Why does he think that? (Expectations),#REF!,1,his dad always packs him crackers and has no knowledge that his dad ran out,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_9.1,Gives Sarah fruit snacks?,#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_10.1,Which snack will mom pack? (Carrots),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_10.2,"Why will mom pack carrots? (Near ""glasses"")",#REF!,1,they were closest to these type of glasses,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_10.3,Which snack does Josh want- celery or carrots? (celery),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_10.4,"How did you know? (He tried it earlier, he likes celery)",#REF!,1,he said he really liked it,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_11.1,Why did Charlie say that? (Got what he asked for),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_11.2,Is Charlie happy or sad? (Happy),#REF!,1,sometimes popcorn is salty which he prefers,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_12.1,Which cookie will dad pack? (medium cookie),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_12.2,Why does dad pack that cookie? (It's the biggest he can see),#REF!,1,it's the biggest from where he can see,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_12.3,Which cookie does Marie want? (big cookie),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_12.4,How did you know? (She can see it),#REF!,1,because she said she wants the biggest cookie and she can see this one,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_13.1,Which picture should April draw? (orange slice),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_13.2,Why should she draw the slice? (doesn't look like apple),#REF!,1,it resembles an orange slice much better than an apple,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_14.1,How will Bill feel? (Sad),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_14.2,Why (does Bill feel sad/happy)? (Remembers the puppy stole his snack),#REF!,1,puppy stole meal Bill wanted to eat,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_14.3,Will Bill sit near or far from the puppy? (Far),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_14.4,Why (will Bill sit far/near)? (Remembers the puppy stole his snack),#REF!,1,if dog were closer he would have a better chance of stealing Bill's snack,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_15.1,Where is Jenni's snack? (on the desk),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_15.2,Where will Jenni look for her snack? (on the desk),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_15.3,"Why does Jenni look on the desk? (she heard the announcment, knew)",#REF!,1,she knows the snack has been moved to the desk,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_16.1,Where is Melanie's cookie? (in her tummy),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_16.2,Did Melanie know that was Mitch's cookie? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.3,Why did Melanie eat Mitch's cookie? (Mean),#REF!,1,she's hungry and wants another cookie,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.4,Why is Mitch crying? (Doesn't have cookie),#REF!,1,his cookie is gone,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_16.5,Is Melanie being mean/naughty for taking Mitch's cookie? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.6,Why/why not (mean/naughty)? (She knew),#REF!,1,she stole from another person,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_16.7,Should Melanie get in trouble? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.8,Why/why not (trouble)? (She knew),#REF!,1,because she stole his snack and he has nothing to eat,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_16.9,Now Mitch has a cookie. Should Melanie still get in trouble? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_16.91,Why/why not (still trouble)? (She knew),#REF!,1,she still stole it,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.1,Is Brian lying? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_17.2,"Is there a cookie left, that hasn't been eaten (1)? (Yes)",#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.3,Is Mr. Cook lying? (No),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_17.4,Why Not? (Because he doesn't know),#REF!,1,he told what he knew,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Cont_17.5,"Is there a cookie left, that hasn't been eaten (2)? (Yes)",#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.6,How does Megan feel- sad or fine? (Sad),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_17.7,"There's a cookie left, why does Megan feel sad? (she doesn't know)",#REF!,1,she doesn't know there's another cookie left,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_2AFC_17.8,Was Brian lying? (Yes),#REF!,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
712yoC,Booklet2-024,E11,C6,#REF!,#REF!,#REF!,#REF!,#REF!,ToMS_Expl_17.9,Why?,#REF!,1,he knowingly told opposite of truth,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
